station_name,month,day_of_week,holiday,time_type,malfunction_cause,malfunction_cause_group,rain_bins,wind_bins,temp_bins,duration_30min_intervals
Delft Campus,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Den Haag HS,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Den Haag Moerwijk,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rijswijk,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Barendrecht,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Dordrecht,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rotterdam Lombardijen,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rotterdam Blaak,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rotterdam Centraal,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rotterdam Stadion,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rotterdam Zuid,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Zwijndrecht,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Delft,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Delft Campus,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Den Haag HS,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Den Haag Moerwijk,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rijswijk,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rotterdam Centraal,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Schiedam Centrum,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,e
Rotterdam Centraal,April,Wednesday,nonholiday,peak,disruption elsewhere,logistical,high,high,hot,d
Schiphol Airport,April,Wednesday,nonholiday,peak,disruption elsewhere,logistical,high,high,hot,d
Antwerpen-Centraal,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,d
Rotterdam Centraal,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,d
's-Hertogenbosch,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,d
Tilburg,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,d
Geldermalsen,April,Wednesday,nonholiday,off-peak,garbage on the railway track,external,high,high,hot,b
Tiel,April,Wednesday,nonholiday,off-peak,garbage on the railway track,external,high,high,hot,b
Tiel Passewaaij,April,Wednesday,nonholiday,off-peak,garbage on the railway track,external,high,high,hot,b
Almere Centrum,April,Wednesday,nonholiday,off-peak,an emergency call,external,high,high,hot,c
Almere Muziekwijk,April,Wednesday,nonholiday,off-peak,an emergency call,external,high,high,hot,c
Diemen Zuid,April,Wednesday,nonholiday,off-peak,an emergency call,external,high,high,hot,c
Duivendrecht,April,Wednesday,nonholiday,off-peak,an emergency call,external,high,high,hot,c
Weesp,April,Wednesday,nonholiday,off-peak,an emergency call,external,high,high,hot,c
Almere Poort,April,Wednesday,nonholiday,off-peak,an emergency call,external,high,high,hot,c
Amsterdam Centraal,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,d
Amsterdam Lelylaan,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,d
Amsterdam Sloterdijk,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,d
Rotterdam Centraal,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,d
Schiphol Airport,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,d
Bodegraven,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,f
Woerden,April,Wednesday,nonholiday,peak,signal failure,infrastructure,high,high,hot,f
Amsterdam Centraal,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,c
Amsterdam Lelylaan,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,c
Amsterdam Sloterdijk,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,c
Rotterdam Centraal,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,c
Schiphol Airport,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,c
Rotterdam Centraal,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,c
Schiphol Airport,April,Wednesday,nonholiday,peak,stranded train,rolling stock,high,high,hot,c
Geleen Oost,April,Wednesday,nonholiday,peak,tree on the track,external,high,high,hot,b
Hoensbroek,April,Wednesday,nonholiday,peak,tree on the track,external,high,high,hot,b
Heerlen,April,Wednesday,nonholiday,peak,tree on the track,external,high,high,hot,b
Nuth,April,Wednesday,nonholiday,peak,tree on the track,external,high,high,hot,b
Spaubeek,April,Wednesday,nonholiday,peak,tree on the track,external,high,high,hot,b
Schinnen,April,Wednesday,nonholiday,peak,tree on the track,external,high,high,hot,b
Sittard,April,Wednesday,nonholiday,peak,tree on the track,external,high,high,hot,b
Delft,April,Wednesday,nonholiday,peak,broken down train,rolling stock,high,high,hot,c
Delft Campus,April,Wednesday,nonholiday,peak,broken down train,rolling stock,high,high,hot,c
Schiedam Centrum,April,Wednesday,nonholiday,peak,broken down train,rolling stock,high,high,hot,c
Breda,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,a
Etten-Leur,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,a
Roosendaal,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,a
Tegelen,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,a
Venlo,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,a
Hoofddorp,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,c
Leiden Centraal,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,c
Nieuw Vennep,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,c
Sassenheim,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,c
's-Hertogenbosch,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,b
's-Hertogenbosch Oost,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,b
Oss,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,b
Oss West,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,b
Rosmalen,April,Wednesday,nonholiday,off-peak,broken down train,rolling stock,high,high,hot,b
Mariënberg,April,Wednesday,nonholiday,off-peak,tree on the track,external,high,high,hot,g
Ommen,April,Wednesday,nonholiday,off-peak,tree on the track,external,high,high,hot,g
Kapelle-Biezelinge,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,e
Goes,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,e
Kruiningen-Yerseke,April,Wednesday,nonholiday,off-peak,stranded train,rolling stock,high,high,hot,e
Breda,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,b
Rotterdam Lombardijen,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,b
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,b
Rotterdam Stadion,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,b
Rotterdam Zuid,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,b
Rotterdam Lombardijen,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Rotterdam Stadion,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Rotterdam Zuid,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Breda,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Delft,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Delft Campus,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Den Haag HS,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Den Haag Centraal,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Den Haag Moerwijk,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Rijswijk,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Schiedam Centrum,April,Thursday,nonholiday,off-peak,points failure,infrastructure,high,high,warm,f
Houten,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,c
Houten Castellum,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,c
Utrecht Centraal,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,c
Utrecht Lunetten,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,c
Utrecht Vaartsche Rijn,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,c
Meppel,April,Thursday,nonholiday,off-peak,level crossing failure,infrastructure,high,high,warm,i
Zwolle,April,Thursday,nonholiday,off-peak,level crossing failure,infrastructure,high,high,warm,i
Amsterdam Centraal,April,Thursday,nonholiday,off-peak,damaged overhead wires,infrastructure,high,high,warm,f
Amsterdam Lelylaan,April,Thursday,nonholiday,off-peak,damaged overhead wires,infrastructure,high,high,warm,f
Amsterdam Sloterdijk,April,Thursday,nonholiday,off-peak,damaged overhead wires,infrastructure,high,high,warm,f
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,damaged overhead wires,infrastructure,high,high,warm,f
Schiphol Airport,April,Thursday,nonholiday,off-peak,damaged overhead wires,infrastructure,high,high,warm,f
Delft,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Delft Campus,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Den Haag HS,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Den Haag Moerwijk,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Rijswijk,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Barendrecht,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Dordrecht,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Rotterdam Lombardijen,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Rotterdam Blaak,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Rotterdam Stadion,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Rotterdam Zuid,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Zwijndrecht,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Amsterdam Centraal,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Amsterdam Lelylaan,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Amsterdam Sloterdijk,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Schiphol Airport,April,Thursday,nonholiday,off-peak,defective railway track,infrastructure,high,high,warm,d
Breda,April,Thursday,nonholiday,peak,collision,accidents,high,high,warm,a
Etten-Leur,April,Thursday,nonholiday,peak,collision,accidents,high,high,warm,a
Roosendaal,April,Thursday,nonholiday,peak,collision,accidents,high,high,warm,a
Delft,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Delft Campus,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Den Haag HS,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Den Haag Centraal,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Den Haag Moerwijk,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Rijswijk,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Rotterdam Centraal,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Schiedam Centrum,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,e
Amersfoort Schothorst,April,Thursday,nonholiday,peak,people along the railway,external,high,high,warm,b
Amersfoort Vathorst,April,Thursday,nonholiday,peak,people along the railway,external,high,high,warm,b
Nijkerk,April,Thursday,nonholiday,peak,people along the railway,external,high,high,warm,b
Putten,April,Thursday,nonholiday,peak,people along the railway,external,high,high,warm,b
Chevremont,April,Thursday,nonholiday,peak,tree on the track,external,high,high,warm,j
Eygelshoven,April,Thursday,nonholiday,peak,tree on the track,external,high,high,warm,j
Kerkrade Centrum,April,Thursday,nonholiday,peak,tree on the track,external,high,high,warm,j
Landgraaf,April,Thursday,nonholiday,peak,tree on the track,external,high,high,warm,j
Amsterdam Centraal,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,b
Amsterdam Lelylaan,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,b
Amsterdam Sloterdijk,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,b
Rotterdam Centraal,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,b
Schiphol Airport,April,Thursday,nonholiday,peak,damaged overhead wires,infrastructure,high,high,warm,b
Blerick,April,Thursday,nonholiday,peak,broken down train,rolling stock,high,high,warm,b
Venlo,April,Thursday,nonholiday,peak,broken down train,rolling stock,high,high,warm,b
Breukelen,April,Thursday,nonholiday,peak,stranded train,rolling stock,high,high,warm,b
Woerden,April,Thursday,nonholiday,peak,stranded train,rolling stock,high,high,warm,b
Deventer,April,Thursday,nonholiday,peak,defective point,infrastructure,high,high,warm,a
Zutphen,April,Thursday,nonholiday,peak,defective point,infrastructure,high,high,warm,a
Breda,April,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,e
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,e
Delft,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Delft Campus,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Den Haag HS,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Den Haag Centraal,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Den Haag Moerwijk,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Rijswijk,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Schiedam Centrum,April,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,high,warm,b
Antwerpen-Centraal,April,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,d
Rotterdam Centraal,April,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,d
Almelo,April,Thursday,nonholiday,off-peak,defective point,infrastructure,high,high,warm,g
Deventer,April,Thursday,nonholiday,off-peak,defective point,infrastructure,high,high,warm,g
Deventer Colmschate,April,Thursday,nonholiday,off-peak,defective point,infrastructure,high,high,warm,g
Holten,April,Thursday,nonholiday,off-peak,defective point,infrastructure,high,high,warm,g
Rijssen,April,Thursday,nonholiday,off-peak,defective point,infrastructure,high,high,warm,g
Wierden,April,Thursday,nonholiday,off-peak,defective point,infrastructure,high,high,warm,g
Abcoude,April,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,i
